ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
549,Russian Federation,RU,RUS,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
550,Russian Federation,RU,RUS,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.1,4.4,4.4,4.4,4.1,4,3.8,3.7,2.9,4.7
551,Russian Federation,RU,RUS,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",4.7,4.6,4.6,4.6,4.5,4.5,4.3,4.3,4.3,4.3
552,Russian Federation,RU,RUS,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2.2,2.8,2.9,2.8,2.4,2.2,1.9,1.8,0.9,3.6
553,Rwanda,RW,RWA,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
554,Rwanda,RW,RWA,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.7,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.5
555,Rwanda,RW,RWA,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.8,5.4,5.3,5.2,5.1,5,5,5,5,5
556,Rwanda,RW,RWA,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",5.9,5.9,6.1,6.2,6.2,6.1,6,6,5.9,5.9
557,Samoa,WS,WSM,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
558,Samoa,WS,WSM,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",3.3,3.1,2.9,2.9,2.9,3,3,3,3,3
559,Samoa,WS,WSM,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.3,4.3,4.3,4.1,4.1,4.3,4.3,4.2,4.2,4.2
560,Samoa,WS,WSM,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",3.7,3.5,3.1,3,3.2,3.4,3.4,3.5,3.5,3.4
561,"São Tomé and Príncipe, Dem. Rep. of",ST,STP,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
562,"São Tomé and Príncipe, Dem. Rep. of",ST,STP,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.4,1.4
563,"São Tomé and Príncipe, Dem. Rep. of",ST,STP,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",6,5.7,5.6,5.4,5.4,5.4,5.4,5.3,5.3,5.3
564,"São Tomé and Príncipe, Dem. Rep. of",ST,STP,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",4.7,4.4,4.4,4.2,4.3,4.4,3.8,3.9,4.8,4.8
565,Saudi Arabia,SA,SAU,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
566,Saudi Arabia,SA,SAU,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",2.2,2.2,2.1,2.1,2.1,2.4,2.4,2.5,2.6,2.6
567,Saudi Arabia,SA,SAU,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",3.9,3.5,3.4,3.7,3.5,3.5,3.4,3.4,3.4,3.4
568,Saudi Arabia,SA,SAU,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",0.9,0.9,0.8,0.8,0.8,1.2,1.2,1.5,1.6,1.6
569,Senegal,SN,SEN,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
570,Senegal,SN,SEN,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",5,5.1,5.1,5,4.9,4.9,4.8,4.8,4.8,4.8
571,Senegal,SN,SEN,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.7,6,5.9,5.8,5.7,5.6,5.4,5.4,5.5,5.5
572,Senegal,SN,SEN,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",5.5,5.5,5.4,5.2,5.1,5,4.9,5,5,5
573,"Serbia, Rep. of",RS,SRB,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
574,"Serbia, Rep. of",RS,SRB,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.2,4.3,4.2,3.9,3.7,3.7,3.6,3.6,3.6,3.6
575,"Serbia, Rep. of",RS,SRB,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",4.1,3.8,3.8,3.6,3.6,3.7,3.7,3.7,3.7,3.7
576,"Serbia, Rep. of",RS,SRB,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",3.5,3.9,3.8,3.1,2.7,2.6,2.5,2.5,2.4,2.4
577,Seychelles,SC,SYC,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
578,Seychelles,SC,SYC,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",0.9,0.9,0.9,0.9,0.8,0.7,0.7,0.8,0.7,0.7
579,Seychelles,SC,SYC,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",3.3,3.4,3.3,3.3,3.2,3.1,2.9,2.9,2.9,2.9
580,Seychelles,SC,SYC,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2.5,2.4,2,1.9,1.8,1.3,1.2,1.5,1.4,1.4
581,Sierra Leone,SL,SLE,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
582,Sierra Leone,SL,SLE,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
583,Sierra Leone,SL,SLE,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",7.4,7.2,7.2,7.1,7.1,6.9,6.9,6.8,6.8,6.8
584,Sierra Leone,SL,SLE,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",5.7,5.7,5.7,5.7,5.6,5.8,5.8,5.8,5.8,5.8
585,Singapore,SG,SGP,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
586,Singapore,SG,SGP,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3
587,Singapore,SG,SGP,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",1.2,1.1,1.1,1.1,1.1,1,1.1,1,1,1
588,Singapore,SG,SGP,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3
589,Slovak Rep.,SK,SVK,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
590,Slovak Rep.,SK,SVK,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",2.1,2,2,2,2,2,2,2,1.9,2.8
591,Slovak Rep.,SK,SVK,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",3,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.6,2.6
592,Slovak Rep.,SK,SVK,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",1,1,1,1,1,0.9,0.9,0.9,0.8,2.6
593,"Slovenia, Rep. of",SI,SVN,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
594,"Slovenia, Rep. of",SI,SVN,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",1.2,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5
595,"Slovenia, Rep. of",SI,SVN,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",1.7,1.7,1.8,1.7,1.6,1.6,1.6,1.6,1.6,1.6
596,"Slovenia, Rep. of",SI,SVN,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,1.3,1.3
597,Solomon Islands,SB,SLB,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
598,Solomon Islands,SB,SLB,Climate-driven INFORM Risk Indicator,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMR,Climate-Driven Inform Risk Indicator,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.2,4.5,4.5,4.2,4.1,4.1,4.1,4.1,4.1,4.1
599,Solomon Islands,SB,SLB,Lack of coping capacity,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMC,"Index for Risk Management; Lack of Coping Capacity","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",7.1,7.2,7.2,6.5,6.6,6.6,6.5,6.5,6.5,6.5
600,Solomon Islands,SB,SLB,Vulnerability,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMV,"Index for Risk Management; Vulnerability","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",4.1,4.8,5,4.5,4.1,4,4,4,4,4
601,Somalia,SO,SOM,Climate-driven Hazard & Exposure,Index,"Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk. Accessed on 2022-11-14; IMF staff calculations.",ECFRMH,Climate-Driven Hazard & Exposure,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
